# Force coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 3.71900030e+00
# Aref          : 8.26663469e-01
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
65              	2.06291083e-01	1.67359087e-04	-5.20644063e-04	1.56835491e-07	-1.32891932e-04	4.14856242e-06	1.03145698e-01	1.03145385e-01	8.78281058e-05	7.95309810e-05	-3.93213963e-04	-1.27430099e-04
66              	2.07701528e-01	1.61662747e-04	-5.54614833e-04	1.58994243e-07	-1.54208453e-04	-6.00575742e-06	1.03850923e-01	1.03850605e-01	7.48256162e-05	8.68371310e-05	-4.31515869e-04	-1.23098964e-04
67              	2.09193084e-01	1.46800077e-04	-5.63884352e-04	1.62472855e-07	-1.65990207e-04	-1.49619780e-05	1.04596705e-01	1.04596380e-01	5.84380602e-05	8.83620163e-05	-4.47932383e-04	-1.15951969e-04
68              	2.10753423e-01	1.33418348e-04	-5.56955899e-04	1.64439361e-07	-1.67649288e-04	-1.98431750e-05	1.05376876e-01	1.05376547e-01	4.68659989e-05	8.65523489e-05	-4.46127237e-04	-1.10828662e-04
69              	2.12357706e-01	1.19967657e-04	-5.32525285e-04	1.68435104e-07	-1.61246733e-04	-2.19250535e-05	1.06179021e-01	1.06178684e-01	3.80587749e-05	8.19088819e-05	-4.27509375e-04	-1.05015910e-04
70              	2.14033789e-01	9.50078027e-05	-4.86438780e-04	1.72043019e-07	-1.49892428e-04	-2.53861003e-05	1.07017067e-01	1.07016723e-01	2.21178011e-05	7.28900016e-05	-3.93111819e-04	-9.33269615e-05
71              	2.15797992e-01	5.86555345e-05	-4.22338652e-04	1.72697180e-07	-1.34962700e-04	-3.03731070e-05	1.07899169e-01	1.07898823e-01	-1.04533977e-06	5.97008743e-05	-3.46132026e-04	-7.62066261e-05
72              	2.17616472e-01	1.37684784e-05	-3.48210635e-04	1.73686913e-07	-1.17510346e-04	-3.68325616e-05	1.08808410e-01	1.08808062e-01	-2.99483225e-05	4.37168008e-05	-2.91615663e-04	-5.65949716e-05
73              	2.19474699e-01	-2.83641645e-05	-2.70245279e-04	1.72976783e-07	-9.92322961e-05	-4.14583332e-05	1.09737522e-01	1.09737176e-01	-5.56404154e-05	2.72762509e-05	-2.34354935e-04	-3.58903431e-05
74              	2.21368036e-01	-6.41246013e-05	-1.96091387e-04	1.70990143e-07	-8.07333912e-05	-4.36747255e-05	1.10684189e-01	1.10683847e-01	-7.57370261e-05	1.16124248e-05	-1.78779085e-04	-1.73123025e-05
